Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
Benevolence,causes,Religiousness,causes,-0.01,noncausal,WM17JAP,153,2012,USA,Human resources
Benevolence,causes,Religiousness,causes,0.02,noncausal,WM17JAP, ,2012,USA,Human resources
Deservingness,causes,Religiousness,causes,-0.03,noncausal,WM17JAP,600,Not specified,United States,Mturk
Deservingness,causes,Religiousness,causes,-0.03,noncausal,WM17JAP, ,2012,USA,Human resources
General trust,social well-being,Religiousness,causes,-0.05,node2-->node1,WM17JAP,600,Not specified,United States,Mturk
General trust,social well-being,Religiousness,causes,0,node2-->node1,WM17JAP,160,Not specified,United States,Mturk
General trust,social well-being,Religiousness,causes,0,node2-->node1,WM17JAP,151,2012,USA,Human resources
General trust,social well-being,Religiousness,causes,-0.05,node2-->node1,WM17JAP, ,2012,USA,Human resources
Integrity,causes,Religiousness,causes,-0.04,noncausal,WM17JAP,600,Not specified,United States,Mturk
Integrity,causes,Religiousness,causes,0.02,noncausal,WM17JAP,160,Not specified,United States,Mturk
Integrity,causes,Religiousness,causes,0.02,noncausal,WM17JAP,154,2012,USA,Human resources
Integrity,causes,Religiousness,causes,-0.04,noncausal,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,Religiousness,causes,-0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,Religiousness,causes,0.06,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Religiousness,causes,0.06,noncausal,WM17JAP,158,2012,USA,Human resources
Justice sensitivity,causes,Religiousness,causes,-0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Managers' reputation,causes,Religiousness,causes,-0.11,noncausal,WM17JAP,160,Not specified,United States,Mturk
Managers' reputation,causes,Religiousness,causes,-0.11,noncausal,WM17JAP,155,2012,USA,Human resources
Relationship,causes,Religiousness,causes,-0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Relationship,causes,Religiousness,causes,-0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Self-benefit,causes,Religiousness,causes,0.04,noncausal,WM17JAP,160,Not specified,United States,Mturk
Self-benefit,causes,Religiousness,causes,0.04,noncausal,WM17JAP,156,2012,USA,Human resources
Trust propensity,causes,Religiousness,causes,-0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Trust propensity,causes,Religiousness,causes,-0.19,noncausal,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,Religiousness,causes,-0.18,noncausal,WM17JAP,157,2012,USA,Human resources
Trust propensity,causes,Religiousness,causes,-0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,Relationship,causes,-0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,Relationship,causes,-0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Trust propensity,causes,Relationship,causes,-0.02,noncausal,WM17JAP,600,Not specified,United States,Mturk
Trust propensity,causes,Relationship,causes,-0.02,noncausal,WM17JAP, ,2012,USA,Human resources
Punishment system,causes,Partner contributed,causes,-0.39,noncausal,WM17JAP,120,Not specified,Hong Kong,Hong Kong University
Punishment system,causes,Partner contributed,causes,-0.39,noncausal,WM17JAP,60,2010,USA,Human resources
Ability,causes,Marital status,causes,0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Ability,causes,Marital status,causes,-0.02,noncausal,WM17JAP,160,Not specified,United States,Mturk
Ability,causes,Marital status,causes,-0.02,noncausal,WM17JAP,152,2012,USA,Human resources
Ability,causes,Marital status,causes,0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Benevolence,causes,Marital status,causes,-0.05,noncausal,WM17JAP,600,Not specified,United States,Mturk
Benevolence,causes,Marital status,causes,-0.09,noncausal,WM17JAP,160,Not specified,United States,Mturk
Benevolence,causes,Marital status,causes,-0.09,noncausal,WM17JAP,153,2012,USA,Human resources
Benevolence,causes,Marital status,causes,-0.05,noncausal,WM17JAP, ,2012,USA,Human resources
Deservingness,causes,Marital status,causes,-0.03,noncausal,WM17JAP,600,Not specified,United States,Mturk
Deservingness,causes,Marital status,causes,-0.03,noncausal,WM17JAP, ,2012,USA,Human resources
Education,causes,Marital status,causes,-0.13,noncausal,WM17JAP,600,Not specified,United States,Mturk
Education,causes,Marital status,causes,-0.27,noncausal,WM17JAP,160,Not specified,United States,Mturk
Education,causes,Marital status,causes,-0.27,noncausal,WM17JAP,149,2012,USA,Human resources
Education,causes,Marital status,causes,-0.13,noncausal,WM17JAP, ,2012,USA,Human resources
General trust,social well-being,Marital status,causes,-0.04,node2-->node1,WM17JAP,600,Not specified,United States,Mturk
General trust,social well-being,Marital status,causes,-0.06,node2-->node1,WM17JAP,160,Not specified,United States,Mturk
General trust,social well-being,Marital status,causes,-0.06,node2-->node1,WM17JAP,151,2012,USA,Human resources
General trust,social well-being,Marital status,causes,-0.04,node2-->node1,WM17JAP, ,2012,USA,Human resources
Integrity,causes,Marital status,causes,-0.05,noncausal,WM17JAP,600,Not specified,United States,Mturk
Integrity,causes,Marital status,causes,0,noncausal,WM17JAP,160,Not specified,United States,Mturk
Integrity,causes,Marital status,causes,0,noncausal,WM17JAP,154,2012,USA,Human resources
Integrity,causes,Marital status,causes,-0.05,noncausal,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,Marital status,causes,0.03,noncausal,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,Marital status,causes,-0.04,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Marital status,causes,-0.04,noncausal,WM17JAP,158,2012,USA,Human resources
Justice sensitivity,causes,Marital status,causes,0.03,noncausal,WM17JAP, ,2012,USA,Human resources
Managers' reputation,causes,Marital status,causes,0.12,noncausal,WM17JAP,160,Not specified,United States,Mturk
Managers' reputation,causes,Marital status,causes,0.12,noncausal,WM17JAP,155,2012,USA,Human resources
Relationship,causes,Marital status,causes,0,noncausal,WM17JAP,600,Not specified,United States,Mturk
Relationship,causes,Marital status,causes,0,noncausal,WM17JAP, ,2012,USA,Human resources
Religiousness,causes,Marital status,causes,-0.22,noncausal,WM17JAP,600,Not specified,United States,Mturk
Religiousness,causes,Marital status,causes,-0.21,noncausal,WM17JAP,160,Not specified,United States,Mturk
Religiousness,causes,Marital status,causes,-0.21,noncausal,WM17JAP,150,2012,USA,Human resources
Religiousness,causes,Marital status,causes,-0.22,noncausal,WM17JAP, ,2012,USA,Human resources
Self-benefit,causes,Marital status,causes,-0.02,noncausal,WM17JAP,160,Not specified,United States,Mturk
Self-benefit,causes,Marital status,causes,-0.02,noncausal,WM17JAP,156,2012,USA,Human resources
Trust propensity,causes,Marital status,causes,-0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Trust propensity,causes,Marital status,causes,-0.07,noncausal,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,Marital status,causes,-0.07,noncausal,WM17JAP,157,2012,USA,Human resources
Trust propensity,causes,Marital status,causes,-0.01,noncausal,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,Managers' reputation,causes,0,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Managers' reputation,causes,0,noncausal,WM17JAP,158,2012,USA,Human resources
Self-benefit,causes,Managers' reputation,causes,-0.01,noncausal,WM17JAP,160,Not specified,United States,Mturk
Self-benefit,causes,Managers' reputation,causes,-0.01,noncausal,WM17JAP,156,2012,USA,Human resources
Trust propensity,causes,Managers' reputation,causes,0.27,noncausal,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,Managers' reputation,causes,0.27,noncausal,WM17JAP,157,2012,USA,Human resources
Deservingness,causes,Integrity,causes,0.18,noncausal,WM17JAP,600,Not specified,United States,Mturk
Deservingness,causes,Integrity,causes,0.18,noncausal,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,Integrity,causes,-0.04,noncausal,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,Integrity,causes,0.16,noncausal,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,Integrity,causes,0.16,noncausal,WM17JAP,158,2012,USA,Human resources
Justice sensitivity,causes,Integrity,causes,-0.04,noncausal,WM17JAP, ,2012,USA,Human resources
Managers' reputation,causes,Integrity,causes,0.14,noncausal,WM17JAP,160,Not specified,United States,Mturk
Managers' reputation,causes,Integrity,causes,0.14,noncausal,WM17JAP,155,2012,USA,Human resources
Relationship,causes,Integrity,causes,-0.09,noncausal,WM17JAP,600,Not specified,United States,Mturk
Relationship,causes,Integrity,causes,-0.09,noncausal,WM17JAP, ,2012,USA,Human resources
Self-benefit,causes,Integrity,causes,-0.31,noncausal,WM17JAP,160,Not specified,United States,Mturk
Self-benefit,causes,Integrity,causes,-0.31,noncausal,WM17JAP,156,2012,USA,Human resources
Trust propensity,causes,Integrity,causes,0.21,noncausal,WM17JAP,600,Not specified,United States,Mturk
Trust propensity,causes,Integrity,causes,0.23,noncausal,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,Integrity,causes,0.23,noncausal,WM17JAP,157,2012,USA,Human resources
Trust propensity,causes,Integrity,causes,0.21,noncausal,WM17JAP, ,2012,USA,Human resources
Ability,causes,General trust,social well-being,0.57,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Ability,causes,General trust,social well-being,0.59,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Ability,causes,General trust,social well-being,0.59,node1-->node2,WM17JAP,152,2012,USA,Human resources
Ability,causes,General trust,social well-being,0.57,node1-->node2,WM17JAP, ,2012,USA,Human resources
Benevolence,causes,General trust,social well-being,0.72,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Benevolence,causes,General trust,social well-being,0.71,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Benevolence,causes,General trust,social well-being,0.71,node1-->node2,WM17JAP,153,2012,USA,Human resources
Benevolence,causes,General trust,social well-being,0.72,node1-->node2,WM17JAP, ,2012,USA,Human resources
Deservingness,causes,General trust,social well-being,0.17,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Deservingness,causes,General trust,social well-being,0.17,node1-->node2,WM17JAP, ,2012,USA,Human resources
Integrity,causes,General trust,social well-being,0.84,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Integrity,causes,General trust,social well-being,0.86,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Integrity,causes,General trust,social well-being,0.86,node1-->node2,WM17JAP,154,2012,USA,Human resources
Integrity,causes,General trust,social well-being,0.84,node1-->node2,WM17JAP, ,2012,USA,Human resources
Justice sensitivity,causes,General trust,social well-being,-0.09,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Justice sensitivity,causes,General trust,social well-being,0.17,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Justice sensitivity,causes,General trust,social well-being,0.17,node1-->node2,WM17JAP,158,2012,USA,Human resources
Justice sensitivity,causes,General trust,social well-being,-0.09,node1-->node2,WM17JAP, ,2012,USA,Human resources
Managers' reputation,causes,General trust,social well-being,0.11,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Managers' reputation,causes,General trust,social well-being,0.11,node1-->node2,WM17JAP,155,2012,USA,Human resources
Relationship,causes,General trust,social well-being,-0.09,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Relationship,causes,General trust,social well-being,-0.09,node1-->node2,WM17JAP, ,2012,USA,Human resources
Self-benefit,causes,General trust,social well-being,-0.34,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Self-benefit,causes,General trust,social well-being,-0.34,node1-->node2,WM17JAP,156,2012,USA,Human resources
Trust propensity,causes,General trust,social well-being,0.23,node1-->node2,WM17JAP,600,Not specified,United States,Mturk
Trust propensity,causes,General trust,social well-being,0.23,node1-->node2,WM17JAP,160,Not specified,United States,Mturk
Trust propensity,causes,General trust,social well-being,0.23,node1-->node2,WM17JAP,157,2012,USA,Human resources
Trust propensity,causes,General trust,social well-being,0.23,node1-->node2,WM17JAP, ,2012,USA,Human resources
Ability,causes,Gender,causes,0.05,noncausal,WM17JAP,600,Not specified,United States,Mturk
Ability,causes,Gender,causes,0.08,noncausal,WM17JAP,160,Not specified,United States,Mturk
Ability,causes,Gender,causes,0.08,noncausal,WM17JAP,152,2012,USA,Human resources
Ability,causes,Gender,causes,0.05,noncausal,WM17JAP, ,2012,USA,Human resources
Age,causes,Gender,causes,0.03,noncausal,WM17JAP,600,Not specified,United States,Mturk
Age,causes,Gender,causes,0.21,noncausal,WM17JAP,160,Not specified,United States,Mturk
Age,causes,Gender,causes,0.21,noncausal,WM17JAP,147,2012,USA,Human resources
Age,causes,Gender,causes,0.03,noncausal,WM17JAP, ,2012,USA,Human resources
Benevolence,causes,Gender,causes,-0.06,noncausal,WM17JAP,600,Not specified,United States,Mturk
Benevolence,causes,Gender,causes,-0.02,noncausal,WM17JAP,160,Not specified,United States,Mturk
Benevolence,causes,Gender,causes,-0.02,noncausal,WM17JAP,153,2012,USA,Human resources
Benevolence,causes,Gender,causes,-0.06,noncausal,WM17JAP, ,2012,USA,Human resources
Deservingness,causes,Gender,causes,-0.02,noncausal,WM17JAP,600,Not specified,United States,Mturk
Deservingness,causes,Gender,causes,-0.02,noncausal,WM17JAP, ,2012,USA,Human resources
Education,causes,Gender,causes,0.01,noncausal,WM17JAP,600,Not specified,United States,Mturk
Education,causes,Gender,causes,-0.01,noncausal,WM17JAP,160,Not specified,United States,Mturk
